brand,product_name,gpu_name,gpu_codename,architecture,shading_units,base_clock,boost_clock,mem_type,mem_bus,launch_price,release_year,release_month,release_date_xsd,max_clock_mhz,mem_size_kb,mem_size_iri,mem_bus_iri,mem_bus_sort,bandwidth_mbs,is_system_dependent,fp32_gflops,tdp_watts,product_uri_id,brand_uri_id,arch_uri_id
AMD,Radeon R7 M270DX,Topaz,,GCN 3.0,384,900.0,980.0,System Shared,System Shared,,,,,980.0,,mem_size_SystemShared,memBus_SystemShared,,,True,752.6,,AMD_ccc0bb0b8b,AMD,GCN_3_0
AMD,Radeon R7 M270DX,Jet,,GCN 1.0,320,780.0,855.0,System Shared,System Shared,,,,,855.0,,mem_size_SystemShared,memBus_SystemShared,,,True,547.2,,AMD_0f8b3e3cf7,AMD,GCN_1_0
AMD,Radeon R7 Mobile Graphics,Spectre Lite,,GCN 2.0,384,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,425.5,25,AMD_32e8bdda3d,AMD,GCN_2_0
AMD,Radeon R9 280,Tahiti,,GCN 1.0,1792,827.0,933.0,GDDR5,384 bit,279,2014,,2014-03-04,933.0,3145728,mem_size_3_GB,memBus_384,384,245760.0,False,3344.0,200,AMD_2816f1187b,AMD,GCN_1_0
AMD,Radeon R9 285,Tonga,,GCN 3.0,1792,,,GDDR5,256 bit,249,2014,,2014-09-02,,2097152,mem_size_2_GB,memBus_256,256,180224.0,False,3290.0,190,AMD_2abef9e608,AMD,GCN_3_0
AMD,Radeon R9 290X2,Hawaii,,GCN 2.0,2816,,,GDDR5,512 bit,1399,2014,,2014-06-24,,4194304,mem_size_4_GB,memBus_512,512,353894.4,False,5632.0,580,AMD_62f06c415c,AMD,GCN_2_0
AMD,Radeon R9 295X2,Vesuvius,,GCN 2.0,2816,,,GDDR5,512 bit,1499,2014,,2014-04-29,,4194304,mem_size_4_GB,memBus_512,512,327680.0,False,5733.0,500,AMD_ffafca3331,AMD,GCN_2_0
AMD,Radeon R9 M265X,Venus,,GCN 1.0,640,575.0,625.0,GDDR5,128 bit,,,,,625.0,2097152,mem_size_2_GB,memBus_128,128,65536.0,False,800.0,,AMD_16c273915a,AMD,GCN_1_0
AMD,Radeon R9 M270X,Venus,,GCN 1.0,640,725.0,775.0,GDDR5,128 bit,,,,,775.0,2097152,mem_size_2_GB,memBus_128,128,65536.0,False,992.0,,AMD_191171e454,AMD,GCN_1_0
AMD,Radeon R9 M275,Venus,,GCN 1.0,640,900.0,925.0,GDDR5,128 bit,,,,,925.0,2097152,mem_size_2_GB,memBus_128,128,65536.0,False,1184.0,,AMD_4dda8cc854,AMD,GCN_1_0
AMD,Radeon R9 M275X,Venus,,GCN 1.0,640,900.0,925.0,GDDR5,128 bit,,,,,925.0,2097152,mem_size_2_GB,memBus_128,128,73728.0,False,1184.0,,AMD_cc95cb70c9,AMD,GCN_1_0
AMD,Radeon R9 M290X,Neptune,,GCN 1.0,1280,850.0,900.0,GDDR5,256 bit,,,,,900.0,4194304,mem_size_4_GB,memBus_256,256,157286.4,False,2304.0,100,AMD_3a2117451f,AMD,GCN_1_0
AMD,Radeon R9 M290X Mac Edition,Pitcairn,,GCN 1.0,1024,850.0,975.0,GDDR5,256 bit,,,,,975.0,2097152,mem_size_2_GB,memBus_256,256,178892.8,False,1997.0,80,AMD_c9e4cc2b9e,AMD,GCN_1_0
AMD,Radeon R9 M295X,Amethyst,,GCN 3.0,2048,,,GDDR5,256 bit,,,,,,4194304,mem_size_4_GB,memBus_256,256,163840.0,False,2961.0,250,AMD_202994af00,AMD,GCN_3_0
AMD,Radeon R9 M295X Mac Edition,Amethyst,,GCN 3.0,2048,,,GDDR5,256 bit,,,,,,4194304,mem_size_4_GB,memBus_256,256,178483.2,False,3482.0,250,AMD_31c6b2929e,AMD,GCN_3_0
AMD,FirePro M4170,Opal,,GCN 1.0,384,825.0,900.0,GDDR5,128 bit,,,,,900.0,1048576,mem_size_1024_MB,memBus_128,128,65536.0,False,691.2,,AMD_1815c8bf4d,AMD,GCN_1_0
AMD,FirePro S9170,Hawaii,,GCN 2.0,2816,,,GDDR5,512 bit,,2015,,2015-07-08,,33554432,mem_size_32_GB,memBus_512,512,327680.0,False,5238.0,275,AMD_6eb4b2af42,AMD,GCN_2_0
AMD,FirePro W4170M,Opal,,GCN 1.0,384,825.0,900.0,GDDR5,128 bit,,,,,900.0,2097152,mem_size_2_GB,memBus_128,128,65536.0,False,691.2,,AMD_6015c2d7f3,AMD,GCN_1_0
AMD,FirePro W4190M,Opal,,GCN 1.0,384,825.0,900.0,GDDR5,128 bit,,,,,900.0,2097152,mem_size_2_GB,memBus_128,128,65536.0,False,691.2,,AMD_ef5dc5abbe,AMD,GCN_1_0
AMD,FirePro W4300,Bonaire,,GCN 2.0,768,,,GDDR5,128 bit,,2015,,2015-12-01,,4194304,mem_size_4_GB,memBus_128,128,98304.0,False,1428.5,50,AMD_41510d9ef6,AMD,GCN_2_0
AMD,FirePro W5130M,Tropo,,GCN 1.0,512,900.0,925.0,GDDR5,128 bit,,,,,925.0,2097152,mem_size_2_GB,memBus_128,128,65536.0,False,947.2,,AMD_991896360b,AMD,GCN_1_0
AMD,FirePro W6150M,Emerald,,GCN 2.0,768,,,GDDR5,128 bit,,,,,,4194304,mem_size_4_GB,memBus_128,128,90112.0,False,1651.0,,AMD_060eec3b52,AMD,GCN_2_0
AMD,FirePro W7170M,Amethyst,,GCN 3.0,2048,,,GDDR5,256 bit,,,,,,4194304,mem_size_4_GB,memBus_256,256,163840.0,False,2961.0,100,AMD_2a02b3387e,AMD,GCN_3_0
AMD,Radeon E6465,Caicos,,TeraScale 2,160,,,GDDR5,64 bit,,,,,,2097152,mem_size_2_GB,memBus_64,64,26214.4,False,192.0,25,AMD_157c3314c1,AMD,TeraScale_2
AMD,Radeon E8870 MXM,Saturn,,GCN 2.0,768,,,GDDR5,128 bit,,,,,,4194304,mem_size_4_GB,memBus_128,128,98304.0,False,1536.0,75,AMD_a6a62fed82,AMD,GCN_2_0
AMD,Radeon E8870 PCIe,Saturn,,GCN 2.0,768,,,GDDR5,128 bit,,,,,,4194304,mem_size_4_GB,memBus_128,128,98304.0,False,1536.0,75,AMD_d7b905b90c,AMD,GCN_2_0
AMD,Radeon E8950,Amethyst,,GCN 3.0,2048,735.0,1000.0,GDDR5,256 bit,,,,,1000.0,8388608,mem_size_8_GB,memBus_256,256,196608.0,False,4096.0,95,AMD_fab66c2c13,AMD,GCN_3_0
AMD,Radeon R2 Mobile Graphics,Beema,,GCN 2.0,128,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,76.8,15,AMD_6f0b116c57,AMD,GCN_2_0
AMD,Radeon R2 Mobile Graphics,Beema,,GCN 2.0,128,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,127.2,15,AMD_4499d553fe,AMD,GCN_2_0
AMD,Radeon R2E Mobile Graphics,Beema,,GCN 2.0,128,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,76.8,15,AMD_91cfb6cc42,AMD,GCN_2_0
AMD,Radeon R3 Mobile Graphics,Beema,,GCN 2.0,128,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,153.6,15,AMD_5ae958cb71,AMD,GCN_2_0
AMD,Radeon R3E Mobile Graphics,Beema,,GCN 2.0,128,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,89.86,15,AMD_1881fe0265,AMD,GCN_2_0
AMD,Radeon R5 310 OEM,Caicos,,TeraScale 2,160,,,DDR3,64 bit,,2015,,2015-05-05,,1048576,mem_size_1024_MB,memBus_64,64,14745.6,False,280.0,35,AMD_48dda7cfe4,AMD,TeraScale_2
AMD,Radeon R5 310 OEM,Caicos,,TeraScale 2,160,,,DDR3,64 bit,,2015,,2015-05-05,,2097152,mem_size_2_GB,memBus_64,64,13189.12,False,248.0,35,AMD_5685a5040e,AMD,TeraScale_2
AMD,Radeon R5 330 OEM,Exo,,GCN 1.0,320,830.0,855.0,DDR3,64 bit,,2015,,2015-05-05,855.0,2097152,mem_size_2_GB,memBus_64,64,14745.6,False,547.2,50,AMD_d86eb0dfbe,AMD,GCN_1_0
AMD,Radeon R5 340 OEM,Oland,,GCN 1.0,384,730.0,780.0,GDDR5,64 bit,,2015,,2015-05-05,780.0,1048576,mem_size_1024_MB,memBus_64,64,37683.2,False,599.0,65,AMD_ee55d63b91,AMD,GCN_1_0
AMD,Radeon R5 340X OEM,Oland,,GCN 1.0,384,,,DDR3,64 bit,,2015,,2015-05-05,,2097152,mem_size_2_GB,memBus_64,64,16384.0,False,691.2,65,AMD_77f028dfe8,AMD,GCN_1_0
AMD,Radeon R5 A320,Jet,,GCN 1.0,320,750.0,825.0,DDR3,64 bit,,,,,825.0,1048576,mem_size_1024_MB,memBus_64,64,16384.0,False,528.0,,AMD_766497ed61,AMD,GCN_1_0
AMD,Radeon R5 A330,Exo,,GCN 1.0,320,,,DDR3,64 bit,,,,,,2097152,mem_size_2_GB,memBus_64,64,14745.6,False,659.2,,AMD_b7bc758bf7,AMD,GCN_1_0
AMD,Radeon R5 A335,Exo,,GCN 1.0,320,,,DDR3,64 bit,,,,,,2097152,mem_size_2_GB,memBus_64,64,14745.6,False,684.8,,AMD_465c8c7ae3,AMD,GCN_1_0
AMD,Radeon R5 M315,Meso,,GCN 3.0,384,,,DDR3,64 bit,,,,,,2097152,mem_size_2_GB,memBus_64,64,14745.6,False,745.0,,AMD_97ee8821c6,AMD,GCN_3_0
AMD,Radeon R5 M320,Jet,,GCN 1.0,320,780.0,855.0,DDR3,64 bit,,,,,855.0,4194304,mem_size_4_GB,memBus_64,64,16384.0,False,547.2,,AMD_b222cd4b24,AMD,GCN_1_0
AMD,Radeon R5 M330,Exo,,GCN 1.0,320,955.0,1030.0,DDR3,64 bit,,,,,1030.0,2097152,mem_size_2_GB,memBus_64,64,14745.6,False,659.2,18,AMD_baa75344a9,AMD,GCN_1_0
AMD,Radeon R5 M335,Exo,,GCN 1.0,320,,,DDR3,64 bit,,,,,,2097152,mem_size_2_GB,memBus_64,64,14745.6,False,659.2,,AMD_7c1de35ec1,AMD,GCN_1_0
AMD,Radeon R5 Mobile Graphics,Wani,,GCN 3.0,384,200.0,720.0,System Shared,System Shared,,,,,720.0,,mem_size_SystemShared,memBus_SystemShared,,,True,553.0,15,AMD_31fb4886aa,AMD,GCN_3_0
AMD,Radeon R6 M335DX,Jet,,GCN 1.0,384,955.0,1030.0,System Shared,System Shared,,,,,1030.0,,mem_size_SystemShared,memBus_SystemShared,,,True,791.0,,AMD_dfa7738ba4,AMD,GCN_1_0
AMD,Radeon R6 M340DX,Jet,,GCN 1.0,384,955.0,1030.0,System Shared,System Shared,,,,,1030.0,,mem_size_SystemShared,memBus_SystemShared,,,True,791.0,,AMD_7b960a56e9,AMD,GCN_1_0
AMD,Radeon R6 Mobile Graphics,Wani,,GCN 3.0,384,200.0,720.0,System Shared,System Shared,,,,,720.0,,mem_size_SystemShared,memBus_SystemShared,,,True,553.0,15,AMD_85ae0721d8,AMD,GCN_3_0
AMD,Radeon R7 340 OEM,Oland,,GCN 1.0,384,730.0,780.0,GDDR5,128 bit,,2015,,2015-05-05,780.0,2097152,mem_size_2_GB,memBus_128,128,65536.0,False,599.0,50,AMD_21cdf7cfaa,AMD,GCN_1_0
AMD,Radeon R7 340 OEM,Oland,,GCN 1.0,384,730.0,780.0,DDR3,128 bit,,2015,,2015-05-05,780.0,2097152,mem_size_2_GB,memBus_128,128,29491.2,False,599.0,50,AMD_1151e42fa6,AMD,GCN_1_0
AMD,Radeon R7 350 Fake Card,Opal,,GCN 1.0,384,,,GDDR5,64 bit,,2015,,,,2097152,mem_size_2_GB,memBus_64,64,37683.2,False,806.4,35,AMD_ea0395f84f,AMD,GCN_1_0
AMD,Radeon R7 350 OEM,Oland,,GCN 1.0,384,1000.0,1050.0,GDDR5,128 bit,,2015,,2015-05-05,1050.0,2097152,mem_size_2_GB,memBus_128,128,75366.4,False,806.4,65,AMD_fe4a32f5cc,AMD,GCN_1_0
AMD,Radeon R7 350X OEM,Oland,,GCN 1.0,384,1000.0,1050.0,DDR3,128 bit,,2015,,2015-05-05,1050.0,4194304,mem_size_4_GB,memBus_128,128,32768.0,False,806.4,65,AMD_3800dc02e2,AMD,GCN_1_0
AMD,Radeon R7 360,Tobago,,GCN 2.0,768,1000.0,1050.0,GDDR5,128 bit,109,2015,,2015-06-18,1050.0,2097152,mem_size_2_GB,memBus_128,128,98304.0,False,1613.0,100,AMD_0845cc2039,AMD,GCN_2_0
AMD,Radeon R7 360 896SP,Tobago,,GCN 2.0,896,,,GDDR5,128 bit,,2015,,2015-06-18,,2097152,mem_size_2_GB,memBus_128,128,98304.0,False,1971.0,85,AMD_79cd5bfceb,AMD,GCN_2_0
AMD,Radeon R7 360E,Tobago,,GCN 2.0,768,,,GDDR5,128 bit,,2015,,2015-12-30,,2097152,mem_size_2_GB,memBus_128,128,98304.0,False,1613.0,75,AMD_c7a2bb362d,AMD,GCN_2_0
AMD,Radeon R7 370,Trinidad,,GCN 1.0,1024,925.0,975.0,GDDR5,256 bit,149,2015,,2015-06-18,975.0,2097152,mem_size_2_GB,memBus_256,256,183500.8,False,1997.0,110,AMD_d4e6b36d32,AMD,GCN_1_0
AMD,Radeon R7 A360,Meso,,GCN 3.0,384,1100.0,1125.0,DDR3,64 bit,,,,,1125.0,2097152,mem_size_2_GB,memBus_64,64,14745.6,False,864.0,,AMD_fb9f340376,AMD,GCN_3_0
AMD,Radeon R7 A360,Opal,,GCN 1.0,384,725.0,825.0,DDR3,128 bit,,,,,825.0,2097152,mem_size_2_GB,memBus_128,128,29491.2,False,633.6,,AMD_0321243e9a,AMD,GCN_1_0
AMD,Radeon R7 M260X,Opal,,GCN 1.0,384,620.0,715.0,GDDR5,128 bit,,,,,715.0,1048576,mem_size_1024_MB,memBus_128,128,65536.0,False,549.1,,AMD_729ab8b1b9,AMD,GCN_1_0
AMD,Radeon R7 M340,Meso,,GCN 3.0,320,943.0,1021.0,DDR3,64 bit,,,,,1021.0,2097152,mem_size_2_GB,memBus_64,64,16384.0,False,653.4,,AMD_9c35bcb91c,AMD,GCN_3_0
AMD,Radeon R7 M340,Opal,,GCN 1.0,384,620.0,715.0,DDR3,64 bit,,,,,715.0,1048576,mem_size_1024_MB,memBus_64,64,16384.0,False,549.1,,AMD_106c58d2d1,AMD,GCN_1_0
AMD,Radeon R7 M350,Meso,,GCN 3.0,384,1000.0,1015.0,DDR3,64 bit,,,,,1015.0,4194304,mem_size_4_GB,memBus_64,64,16384.0,False,779.5,,AMD_47ee8e59b3,AMD,GCN_3_0
AMD,Radeon R7 M350 2GB,Litho,,GCN 1.0,384,,,GDDR5,128 bit,,,,,,2097152,mem_size_2_GB,memBus_128,128,65536.0,False,633.6,,AMD_9c59061df7,AMD,GCN_1_0
AMD,Radeon R7 M360,Meso,,GCN 3.0,384,1100.0,1125.0,DDR3,64 bit,,,,,1125.0,2097152,mem_size_2_GB,memBus_64,64,14745.6,False,864.0,,AMD_fe63498f2a,AMD,GCN_3_0
AMD,Radeon R7 M365X,Litho,,GCN 1.0,384,,,GDDR5,128 bit,,,,,,1048576,mem_size_1024_MB,memBus_128,128,65536.0,False,633.6,,AMD_b5070a533e,AMD,GCN_1_0
AMD,Radeon R7 M370,Litho,,GCN 1.0,384,875.0,960.0,GDDR5,128 bit,,,,,960.0,2097152,mem_size_2_GB,memBus_128,128,58982.4,False,737.3,,AMD_989437df1a,AMD,GCN_1_0
AMD,Radeon R7 M380,Tropo,,GCN 1.0,640,900.0,915.0,DDR3,128 bit,,,,,915.0,4194304,mem_size_4_GB,memBus_128,128,32768.0,False,1171.2,,AMD_4e9e5e6edf,AMD,GCN_1_0
AMD,Radeon R7 Mobile Graphics,Wani,,GCN 3.0,512,200.0,720.0,System Shared,System Shared,,,,,720.0,,mem_size_SystemShared,memBus_SystemShared,,,True,737.3,15,AMD_712ad3cb5c,AMD,GCN_3_0
AMD,Radeon R8 M350DX,Jet,,GCN 1.0,384,955.0,1030.0,System Shared,System Shared,,,,,1030.0,,mem_size_SystemShared,memBus_SystemShared,,,True,791.0,,AMD_2abd6290b8,AMD,GCN_1_0
AMD,Radeon R8 M365DX,Meso,,GCN 3.0,384,900.0,1125.0,System Shared,System Shared,,,,,1125.0,,mem_size_SystemShared,memBus_SystemShared,,,True,864.0,,AMD_2ca9a34126,AMD,GCN_3_0
AMD,Radeon R9 270 1024SP,Pitcairn,,GCN 1.0,1024,900.0,925.0,GDDR5,256 bit,,2015,,2015-03-13,925.0,2097152,mem_size_2_GB,memBus_256,256,157286.4,False,1894.0,150,AMD_77121a1198,AMD,GCN_1_0
AMD,Radeon R9 360 OEM,Tobago,,GCN 2.0,768,1000.0,1050.0,GDDR5,128 bit,,2015,,2015-05-05,1050.0,2097152,mem_size_2_GB,memBus_128,128,106496.0,False,1613.0,75,AMD_0cae073378,AMD,GCN_2_0
AMD,Radeon R9 370,Trinidad,,GCN 1.0,1280,925.0,975.0,GDDR5,256 bit,,2015,,2015-05-05,975.0,2097152,mem_size_2_GB,memBus_256,256,183500.8,False,2496.0,110,AMD_d014c7a280,AMD,GCN_1_0
AMD,Radeon R9 370 1024SP,Trinidad,,GCN 1.0,1024,925.0,975.0,GDDR5,256 bit,,2015,,2015-06-12,975.0,2097152,mem_size_2_GB,memBus_256,256,183500.8,False,1997.0,150,AMD_15ca1f7dd3,AMD,GCN_1_0
AMD,Radeon R9 370X,Trinidad,,GCN 1.0,1280,980.0,1030.0,GDDR5,256 bit,199,2015,,2015-08-27,1030.0,2097152,mem_size_2_GB,memBus_256,256,183500.8,False,2637.0,180,AMD_66bf8fd0d7,AMD,GCN_1_0
AMD,Radeon R9 380,Antigua,,GCN 3.0,1792,,,GDDR5,256 bit,199,2015,,2015-06-18,,2097152,mem_size_2_GB,memBus_256,256,180224.0,False,3476.0,190,AMD_66a4c14d89,AMD,GCN_3_0
AMD,Radeon R9 380 OEM,Antigua,,GCN 3.0,1792,,,GDDR5,256 bit,,2015,,2015-05-05,,4194304,mem_size_4_GB,memBus_256,256,180224.0,False,3290.0,190,AMD_ad1cd83541,AMD,GCN_3_0
AMD,Radeon R9 380X,Antigua,,GCN 3.0,2048,,,GDDR5,256 bit,229,2015,,2015-11-19,,4194304,mem_size_4_GB,memBus_256,256,186777.6,False,3973.0,190,AMD_0bbca36c57,AMD,GCN_3_0
AMD,Radeon R9 390,Grenada,,GCN 2.0,2560,,,GDDR5,512 bit,329,2015,,2015-06-18,,8388608,mem_size_8_GB,memBus_512,512,393216.0,False,5120.0,275,AMD_c4b4eac83f,AMD,GCN_2_0
AMD,Radeon R9 390 X2,Grenada,,GCN 2.0,2560,,,GDDR5,512 bit,1399,2015,,2015-09-03,,8388608,mem_size_8_GB,memBus_512,512,353894.4,False,5120.0,580,AMD_0badfd4e60,AMD,GCN_2_0
AMD,Radeon R9 390X,Grenada,,GCN 2.0,2816,,,GDDR5,512 bit,429,2015,,2015-06-18,,8388608,mem_size_8_GB,memBus_512,512,393216.0,False,5914.0,275,AMD_5e8e3347d7,AMD,GCN_2_0
AMD,Radeon R9 A375,Venus,,GCN 1.0,640,,,GDDR5,128 bit,,,,,,2097152,mem_size_2_GB,memBus_128,128,73728.0,False,1299.2,,AMD_4f0e4600b6,AMD,GCN_1_0
AMD,Radeon R9 FURY,Fiji,,GCN 3.0,3584,,,HBM,4096 bit,549,2015,,2015-07-10,,4194304,mem_size_4_GB,memBus_4096,4096,524288.0,False,7168.0,275,AMD_1c3acbeee1,AMD,GCN_3_0
AMD,Radeon R9 FURY X,Fiji,,GCN 3.0,4096,,,HBM,4096 bit,649,2015,,2015-06-24,,4194304,mem_size_4_GB,memBus_4096,4096,524288.0,False,8602.0,275,AMD_d3974330f4,AMD,GCN_3_0
AMD,Radeon R9 M270X,Saturn,,GCN 2.0,768,900.0,1000.0,GDDR5,128 bit,,,,,1000.0,2097152,mem_size_2_GB,memBus_128,128,90112.0,False,1536.0,,AMD_8931313efd,AMD,GCN_2_0
AMD,Radeon R9 M280X,Saturn,,GCN 2.0,896,900.0,1000.0,GDDR5,128 bit,,,,,1000.0,4194304,mem_size_4_GB,memBus_128,128,90112.0,False,1792.0,,AMD_bb416b1659,AMD,GCN_2_0
AMD,Radeon R9 M280X,Saturn,,GCN 2.0,896,1000.0,1100.0,GDDR5,128 bit,,,,,1100.0,2097152,mem_size_2_GB,memBus_128,128,98304.0,False,1971.0,,AMD_98cc660a2f,AMD,GCN_2_0
AMD,Radeon R9 M360,Tropo,,GCN 1.0,512,900.0,925.0,GDDR5,128 bit,,,,,925.0,4194304,mem_size_4_GB,memBus_128,128,73728.0,False,947.2,,AMD_7b36854b46,AMD,GCN_1_0
AMD,Radeon R9 M365X,Tropo,,GCN 1.0,640,900.0,925.0,GDDR5,128 bit,,,,,925.0,4194304,mem_size_4_GB,memBus_128,128,73728.0,False,1184.0,,AMD_6eb46c4bde,AMD,GCN_1_0
AMD,Radeon R9 M370X Mac Edition,Tropo,,GCN 1.0,640,775.0,800.0,GDDR5,128 bit,,,,,800.0,2097152,mem_size_2_GB,memBus_128,128,73728.0,False,1024.0,,AMD_27f57c5e78,AMD,GCN_1_0
AMD,Radeon R9 M375,Tropo,,GCN 1.0,640,1000.0,1015.0,DDR3,128 bit,,,,,1015.0,2097152,mem_size_2_GB,memBus_128,128,29491.2,False,1299.2,,AMD_33cf21b6e1,AMD,GCN_1_0
AMD,Radeon R9 M375X,Tropo,,GCN 1.0,640,925.0,1015.0,GDDR5,128 bit,,,,,1015.0,2097152,mem_size_2_GB,memBus_128,128,73728.0,False,1299.2,,AMD_520b55b409,AMD,GCN_1_0
AMD,Radeon R9 M380,Strato,,GCN 2.0,768,900.0,1000.0,GDDR5,128 bit,,,,,1000.0,4194304,mem_size_4_GB,memBus_128,128,98304.0,False,1536.0,,AMD_c9261afa21,AMD,GCN_2_0
AMD,Radeon R9 M380 Mac Edition,Strato,,GCN 2.0,768,900.0,1021.0,GDDR5,128 bit,,,,,1021.0,2097152,mem_size_2_GB,memBus_128,128,102809.6,False,1568.0,,AMD_601ef55a8d,AMD,GCN_2_0
AMD,Radeon R9 M385,Strato,,GCN 2.0,896,900.0,1000.0,GDDR5,128 bit,,,,,1000.0,4194304,mem_size_4_GB,memBus_128,128,78643.2,False,1792.0,,AMD_e878279ccb,AMD,GCN_2_0
AMD,Radeon R9 M385X,Strato,,GCN 2.0,896,1000.0,1100.0,GDDR5,128 bit,,,,,1100.0,4194304,mem_size_4_GB,memBus_128,128,78643.2,False,1971.0,,AMD_69732305e9,AMD,GCN_2_0
AMD,Radeon R9 M390 Mac Edition,Pitcairn,,GCN 1.0,1024,,,GDDR5,256 bit,,,,,,2097152,mem_size_2_GB,memBus_256,256,178892.8,False,1962.0,80,AMD_9cf974c56d,AMD,GCN_1_0
AMD,Radeon R9 M390X,Amethyst,,GCN 3.0,2048,,,GDDR5,256 bit,,,,,,4194304,mem_size_4_GB,memBus_256,256,163840.0,False,2961.0,75,AMD_5ba1f34420,AMD,GCN_3_0
AMD,Radeon R9 M395 Mac Edition,Amethyst,,GCN 3.0,1792,,,GDDR5,256 bit,,,,,,2097152,mem_size_2_GB,memBus_256,256,178892.8,False,2989.0,250,AMD_dd29c0a6fa,AMD,GCN_3_0
AMD,Radeon R9 M395X,Amethyst,,GCN 3.0,2048,,,GDDR5,256 bit,,,,,,8388608,mem_size_8_GB,memBus_256,256,163840.0,False,2961.0,75,AMD_e397a10722,AMD,GCN_3_0
AMD,Radeon R9 M395X Mac Edition,Amethyst,,GCN 3.0,2048,,,GDDR5,256 bit,,,,,,4194304,mem_size_4_GB,memBus_256,256,178892.8,False,3723.0,250,AMD_23a438cf7f,AMD,GCN_3_0
AMD,Radeon R9 Nano,Fiji,,GCN 3.0,4096,,,HBM,4096 bit,649,2015,,2015-08-27,,4194304,mem_size_4_GB,memBus_4096,4096,524288.0,False,8192.0,175,AMD_34595f30b1,AMD,GCN_3_0
AMD,FirePro S7100X,Amethyst,,GCN 3.0,2048,,,GDDR5,256 bit,,,,,,8388608,mem_size_8_GB,memBus_256,256,163840.0,False,2970.0,100,AMD_edecb733f3,AMD,GCN_3_0
AMD,FirePro S7150,Tonga,,GCN 3.0,2048,,,GDDR5,256 bit,2399,2016,,2016-02-01,,8388608,mem_size_8_GB,memBus_256,256,163840.0,False,3768.0,150,AMD_a029838eaf,AMD,GCN_3_0
AMD,FirePro S7150 x2,Tonga,,GCN 3.0,1792,,,GDDR5,256 bit,3999,2016,,2016-02-01,,8388608,mem_size_8_GB,memBus_256,256,163840.0,False,3297.0,265,AMD_9912dea277,AMD,GCN_3_0
AMD,FirePro S9300 X2,Capsaicin,,GCN 3.0,4096,,,HBM,4096 bit,5999,2016,,2016-03-31,,4194304,mem_size_4_GB,memBus_4096,4096,524288.0,False,7987.0,300,AMD_5f54ccedf5,AMD,GCN_3_0
AMD,Playstation 4 Pro GPU,Neo,,GCN 2.0,2304,,,GDDR5,256 bit,399,2016,,2016-11-10,,8388608,mem_size_8_GB,memBus_256,256,222822.4,False,4198.0,150,AMD_29ce1452ed,AMD,GCN_2_0
AMD,Playstation 4 Slim GPU,Liverpool 16nm,,GCN 2.0,1152,,,GDDR5,256 bit,399,2016,,2016-09-07,,8388608,mem_size_8_GB,memBus_256,256,180224.0,False,1843.0,75,AMD_e5ad9c1d3c,AMD,GCN_2_0
AMD,Radeon E9260 MXM,Baffin,,GCN 4.0,896,,,GDDR5,128 bit,,,,,,4194304,mem_size_4_GB,memBus_128,128,114688.0,False,1887.0,50,AMD_d1708eac33,AMD,GCN_4_0
AMD,Radeon E9260 PCIe,Baffin,,GCN 4.0,896,1090.0,1200.0,GDDR5,128 bit,,,,,1200.0,4194304,mem_size_4_GB,memBus_128,128,114688.0,False,2150.0,80,AMD_6f7e3e23fd,AMD,GCN_4_0
AMD,Radeon E9550 MXM,Ellesmere,,GCN 4.0,2304,1120.0,1244.0,GDDR5,256 bit,,,,,1244.0,8388608,mem_size_8_GB,memBus_256,256,163840.0,False,5732.0,95,AMD_3b745fbfd4,AMD,GCN_4_0
AMD,Radeon Instinct MI6,Ellesmere,,GCN 4.0,2304,1120.0,1233.0,GDDR5,256 bit,,2016,,2016-12-12,1233.0,8388608,mem_size_8_GB,memBus_256,256,229376.0,False,5682.0,150,AMD_8371a53239,AMD,GCN_4_0
AMD,Radeon Instinct MI8,Fiji,,GCN 3.0,4096,,,HBM,4096 bit,,2016,,2016-12-12,,4194304,mem_size_4_GB,memBus_4096,4096,524288.0,False,8192.0,175,AMD_925db5cb82,AMD,GCN_3_0
AMD,Radeon Pro 450,Baffin,,GCN 4.0,640,,,GDDR5,128 bit,,,,,,2097152,mem_size_2_GB,memBus_128,128,83230.72,False,1024.0,35,AMD_e5a6f2cd34,AMD,GCN_4_0
AMD,Radeon Pro 455,Baffin,,GCN 4.0,768,,,GDDR5,128 bit,,,,,,2097152,mem_size_2_GB,memBus_128,128,83230.72,False,1313.3,35,AMD_3c27ed0f5e,AMD,GCN_4_0
AMD,Radeon Pro 460,Baffin,,GCN 4.0,1024,850.0,907.0,GDDR5,128 bit,,,,,907.0,4194304,mem_size_4_GB,memBus_128,128,83230.72,False,1858.0,35,AMD_d951267bf1,AMD,GCN_4_0
AMD,Radeon Pro Duo,Capsaicin,,GCN 3.0,4096,,,HBM,4096 bit,1499,2016,,2016-04-26,,4194304,mem_size_4_GB,memBus_4096,4096,524288.0,False,8192.0,350,AMD_57a1752aee,AMD,GCN_3_0
