brand,product_name,gpu_name,gpu_codename,architecture,shading_units,base_clock,boost_clock,mem_type,mem_bus,launch_price,release_year,release_month,release_date_xsd,max_clock_mhz,mem_size_kb,mem_size_iri,mem_bus_iri,mem_bus_sort,bandwidth_mbs,is_system_dependent,fp32_gflops,tdp_watts,product_uri_id,brand_uri_id,arch_uri_id
NVIDIA,GeForce2 GTS,NV15,,Celsius,,,,DDR,128 bit,349,2000,,2000-04-26,,32768,mem_size_32_MB,memBus_128,128,5439.488,False,,,NVIDIA_9a23091fbc,NVIDIA,Celsius
NVIDIA,GeForce2 GTS PRO,NV15,,Celsius,,,,DDR,128 bit,,2000,,2000-04-26,,32768,mem_size_32_MB,memBus_128,128,6553.6,False,,,NVIDIA_caf0d357e6,NVIDIA,Celsius
NVIDIA,GeForce2 MX,NV11,,Celsius,,,,SDR,128 bit,,2000,,2000-06-28,,32768,mem_size_32_MB,memBus_128,128,2719.744,False,,,NVIDIA_ac8f2f3a69,NVIDIA,Celsius
NVIDIA,GeForce2 MX DH Pro TV,NV11,,Celsius,,,,SDR,128 bit,,2000,,2000-06-28,,32768,mem_size_32_MB,memBus_128,128,2719.744,False,,,NVIDIA_adb932f5b0,NVIDIA,Celsius
NVIDIA,GeForce2 MX DH Pro TV PCI,NV11,,Celsius,,,,SDR,128 bit,,2000,,2000-06-28,,32768,mem_size_32_MB,memBus_128,128,2719.744,False,,,NVIDIA_db1891d5d8,NVIDIA,Celsius
NVIDIA,GeForce2 MX PCI,NV11,,Celsius,,,,SDR,64 bit,,2000,,2000-06-28,,32768,mem_size_32_MB,memBus_64,64,1359.872,False,,,NVIDIA_30b0ce026d,NVIDIA,Celsius
NVIDIA,GeForce2 PRO,NV15,,Celsius,,,,DDR,128 bit,329,2000,,2000-12-05,,65536,mem_size_64_MB,memBus_128,128,6553.6,False,,,NVIDIA_71f68142c7,NVIDIA,Celsius
NVIDIA,GeForce2 Ultra,NV15,,Celsius,,,,DDR,128 bit,499,2000,,2000-08-14,,65536,mem_size_64_MB,memBus_128,128,7536.64,False,,,NVIDIA_6e5b20d739,NVIDIA,Celsius
NVIDIA,Quadro2 MXR,NV11B,,Celsius,,,,SDR,128 bit,,2000,,2000-07-25,,32768,mem_size_32_MB,memBus_128,128,2998.272,False,,,NVIDIA_c7043d1da8,NVIDIA,Celsius
NVIDIA,Quadro2 MXR Low Profile,NV11B,,Celsius,,,,SDR,128 bit,,2000,,2000-07-25,,32768,mem_size_32_MB,memBus_128,128,2998.272,False,,,NVIDIA_165c7846e5,NVIDIA,Celsius
NVIDIA,Vanta LT,NV5,,Fahrenheit,,,,SDR,64 bit,,2000,,2000-03-01,,8192,mem_size_8_MB,memBus_64,64,800.0,False,,,NVIDIA_101d697733,NVIDIA,Fahrenheit
SiS,305,305,,SiS 2nd Gen,,,,SDR,64 bit,50,2000,,,,32768,mem_size_32_MB,memBus_64,64,1024.0,False,,,SiS_4f0771adce,SiS,SiS_2nd_Gen
SiS,315,Mirage,,SiS 2nd Gen,,,,SDR,128 bit,100,2000,,2000-12-11,,65536,mem_size_64_MB,memBus_128,128,2719.744,False,,,SiS_af82000694,SiS,SiS_2nd_Gen
SiS,315 Pro,Mirage,,SiS 2nd Gen,,,,SDR,64 bit,,2000,,2000-12-11,,65536,mem_size_64_MB,memBus_64,64,1171.456,False,,,SiS_d50fa0c8da,SiS,SiS_2nd_Gen
SiS,315E,Mirage,,SiS 2nd Gen,,,,SDR,64 bit,50,2000,,2000-12-11,,65536,mem_size_64_MB,memBus_64,64,1171.456,False,,,SiS_3358cd13f4,SiS,SiS_2nd_Gen
Sony,Playstation 2 GPU 250nm,GS-250nm,,,,,,eDRAM,2560 bit,299,2000,,2000-03-04,,4096,mem_size_4_MB,memBus_2560,2560,49152.0,False,,79,Sony_8e7093ba8a,Sony,
ATI,All-In-Wonder Radeon 8500,R200,,Rage 7,,,,DDR,128 bit,,2001,,2001-11-14,,131072,mem_size_128_MB,memBus_128,128,9011.2,False,,,ATI_1d8f883890,ATI,Rage_7
ATI,All-In-Wonder Radeon 8500DV,R200,,Rage 7,,,,DDR,128 bit,,2001,,2001-08-30,,65536,mem_size_64_MB,memBus_128,128,6225.92,False,,,ATI_c3262a1154,ATI,Rage_7
ATI,Fire GL4,RC1000 | GT1000,,IBM,,,,DDR,256 bit,1999,2001,,2001-03-14,,131072,mem_size_128_MB,memBus_256,256,9830.4,False,,,ATI_edf8c8a68d,ATI,IBM
ATI,FireGL 8700,R200,,Rage 7,,,,DDR,128 bit,,2001,,2001-08-14,,65536,mem_size_64_MB,memBus_128,128,8847.36,False,,,ATI_56e87f4a77,ATI,Rage_7
ATI,FireGL 8800,R200,,Rage 7,,,,DDR,128 bit,,2001,,2001-08-14,,131072,mem_size_128_MB,memBus_128,128,9502.72,False,,,ATI_e5c1320250,ATI,Rage_7
ATI,Mobility FireGL 7800,M7,,Rage 7,,,,DDR,128 bit,,,,,,65536,mem_size_64_MB,memBus_128,128,6553.6,False,,27,ATI_101b8f565d,ATI,Rage_7
ATI,Mobility Radeon 7500,M7,,Rage 7,,,,DDR,64 bit,,,,,,32768,mem_size_32_MB,memBus_64,64,2998.272,False,,27,ATI_1fc1a47fd6,ATI,Rage_7
ATI,Mobility Radeon 7500,M7,,Rage 7,,,,DDR,64 bit,,,,,,32768,mem_size_32_MB,memBus_64,64,3276.8,False,,27,ATI_4407e208a6,ATI,Rage_7
ATI,Mobility Radeon 7500C,M7,,Rage 7,,,,DDR,64 bit,,,,,,16384,mem_size_16_MB,memBus_64,64,2998.272,False,,27,ATI_d12fa333ef,ATI,Rage_7
ATI,Radeon 7000,RV100,,Rage 6,,,,DDR,64 bit,,2001,,2001-02-19,,32768,mem_size_32_MB,memBus_64,64,2998.272,False,,23,ATI_5c697b5cee,ATI,Rage_6
ATI,Radeon 7000 PCI,RV100,,Rage 6,,,,DDR,64 bit,,2001,,2001-02-19,,32768,mem_size_32_MB,memBus_64,64,2179.072,False,,23,ATI_724def5152,ATI,Rage_6
ATI,Radeon 7500,RV200,,Rage 7,,,,DDR,128 bit,,2001,,2001-08-14,,65536,mem_size_64_MB,memBus_128,128,7536.64,False,,23,ATI_823ac61843,ATI,Rage_7
ATI,Radeon 7500 LE,RV200,,Rage 7,,,,DDR,128 bit,,2001,,2001-08-14,,65536,mem_size_64_MB,memBus_128,128,5734.4,False,,23,ATI_836d851da8,ATI,Rage_7
ATI,Radeon 8500,R200,,Rage 7,,,,DDR,128 bit,,2001,,2001-08-14,,65536,mem_size_64_MB,memBus_128,128,9011.2,False,,23,ATI_c24f30a2c9,ATI,Rage_7
ATI,Radeon DDR VIVO,Rage 6,,Rage 6,,,,DDR,128 bit,,2001,,2001-08-14,,65536,mem_size_64_MB,memBus_128,128,5996.544,False,,,ATI_542469b41e,ATI,Rage_6
ATI,Radeon DDR VIVO OEM,Rage 6,,Rage 6,,,,DDR,128 bit,,2001,,2001-08-14,,65536,mem_size_64_MB,memBus_128,128,5439.488,False,,,ATI_548b9cdd62,ATI,Rage_6
ATI,Radeon DDR VIVO SE,Rage 6,,Rage 6,,,,DDR,128 bit,,2001,,2001-08-14,,65536,mem_size_64_MB,memBus_128,128,5996.544,False,,,ATI_02490096fc,ATI,Rage_6
ATI,Radeon LE,Rage 6,,Rage 6,,,,DDR,128 bit,,2001,,2001-05-01,,32768,mem_size_32_MB,memBus_128,128,4849.664,False,,,ATI_6371b850f4,ATI,Rage_6
ATI,Radeon VE AGP,Rage 6,,Rage 6,,,,DDR,64 bit,,2001,,2001-02-19,,32768,mem_size_32_MB,memBus_64,64,2998.272,False,,23,ATI_ad475534d1,ATI,Rage_6
ATI,Radeon VE PCI,Rage 6,,Rage 6,,,,DDR,64 bit,,2001,,2001-02-19,,32768,mem_size_32_MB,memBus_64,64,2998.272,False,,23,ATI_5d8021b6ee,ATI,Rage_6
Intel,i830M Graphics,Almador,,Intel Gen 1.0,,166.0,200.0,System Shared,System Shared,,,,,200.0,,mem_size_SystemShared,memBus_SystemShared,,,True,,,Intel_009de9d995,Intel,Intel_Gen_1_0
Matrox,Millennium G550,Condor,,G500,,,,DDR,64 bit,199,2001,,2001-11-26,,32768,mem_size_32_MB,memBus_64,64,2719.744,False,,,Matrox_da740a655b,Matrox,G500
Matrox,Millennium G550 PCIe,Condor,,G500,,,,DDR,64 bit,199,2001,,2001-11-26,,32768,mem_size_32_MB,memBus_64,64,2719.744,False,,,Matrox_e1a25f6a30,Matrox,G500
NVIDIA,GeForce2 Go 100,NV11B,,Celsius,,,,DDR,32 bit,,,,,,16384,mem_size_16_MB,memBus_32,32,1359.872,False,,2,NVIDIA_0260b09db9,NVIDIA,Celsius
NVIDIA,GeForce2 Go 200,NV11B,,Celsius,,,,DDR,64 bit,,,,,,32768,mem_size_32_MB,memBus_64,64,2719.744,False,,2,NVIDIA_c371e69ab4,NVIDIA,Celsius
NVIDIA,GeForce2 MX + nForce 220,Crush11,,Celsius,,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,,,NVIDIA_f614ae2752,NVIDIA,Celsius
NVIDIA,GeForce2 MX + nForce 420,Crush11,,Celsius,,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,,,NVIDIA_23974e8642,NVIDIA,Celsius
NVIDIA,GeForce2 MX 200,NV11B,,Celsius,,,,SDR,64 bit,,2001,,2001-03-03,,32768,mem_size_32_MB,memBus_64,64,1359.872,False,,,NVIDIA_4058ce2f81,NVIDIA,Celsius
NVIDIA,GeForce2 MX 200 LP,NV11B,,Celsius,,,,SDR,64 bit,,2001,,2001-03-03,,32768,mem_size_32_MB,memBus_64,64,1359.872,False,,,NVIDIA_cf0143de8c,NVIDIA,Celsius
NVIDIA,GeForce2 MX 200 PCI,NV11B,,Celsius,,,,SDR,64 bit,,2001,,2001-03-03,,65536,mem_size_64_MB,memBus_64,64,1359.872,False,,,NVIDIA_66b37e1fb7,NVIDIA,Celsius
NVIDIA,GeForce2 MX 400,NV11B,,Celsius,,,,SDR,128 bit,,2001,,2001-03-03,,32768,mem_size_32_MB,memBus_128,128,2719.744,False,,,NVIDIA_a1c7fe156b,NVIDIA,Celsius
NVIDIA,GeForce2 MX 400 PCI,NV11B,,Celsius,,,,DDR,64 bit,,2001,,2001-03-03,,32768,mem_size_32_MB,memBus_64,64,2719.744,False,,,NVIDIA_80237a01ba,NVIDIA,Celsius
NVIDIA,GeForce2 Ti,NV15,,Celsius,,,,DDR,128 bit,,2001,,2001-10-01,,65536,mem_size_64_MB,memBus_128,128,6553.6,False,,,NVIDIA_bb7edc2072,NVIDIA,Celsius
NVIDIA,GeForce3,NV20,,Kelvin,,,,DDR,128 bit,499,2001,,2001-02-27,,65536,mem_size_64_MB,memBus_128,128,7536.64,False,,,NVIDIA_23fb358183,NVIDIA,Kelvin
NVIDIA,GeForce3 Ti200,NV20,,Kelvin,,,,DDR,128 bit,149,2001,,2001-10-01,,65536,mem_size_64_MB,memBus_128,128,6553.6,False,,,NVIDIA_9e5438aac8,NVIDIA,Kelvin
NVIDIA,GeForce3 Ti500,NV20,,Kelvin,,,,DDR,128 bit,349,2001,,2001-10-01,,65536,mem_size_64_MB,memBus_128,128,8192.0,False,,,NVIDIA_2af395e09e,NVIDIA,Kelvin
NVIDIA,Quadro DCC,NV20,,Kelvin,,,,SDR,128 bit,,2001,,2001-05-14,,65536,mem_size_64_MB,memBus_128,128,3768.32,False,,,NVIDIA_6cfa17d43c,NVIDIA,Kelvin
NVIDIA,Quadro2 Go,NV11B,,Celsius,,,,DDR,64 bit,,,,,,32768,mem_size_32_MB,memBus_64,64,2965.504,False,,,NVIDIA_91bf7475a7,NVIDIA,Celsius
NVIDIA,Quadro2 Pro,NV15,,Celsius,,,,DDR,128 bit,,2001,,2001-03-22,,65536,mem_size_64_MB,memBus_128,128,8192.0,False,,,NVIDIA_c4221a2245,NVIDIA,Celsius
NVIDIA,Xbox GPU,NV2A,,Kelvin,,,,DDR,128 bit,299,2001,,2001-11-15,,65536,mem_size_64_MB,memBus_128,128,6553.6,False,,,NVIDIA_06a28d6209,NVIDIA,Kelvin
Sony,Playstation 2 GPU 180nm,GS-180nm,,,,,,eDRAM,2560 bit,299,2001,,2001-04-18,,4096,mem_size_4_MB,memBus_2560,2560,49152.0,False,,79,Sony_30f366ea35,Sony,
AMD,Stream Processor,R580,,Ultra-Threaded SE,,,,GDDR3,256 bit,,2006,,,,1048576,mem_size_1024_MB,memBus_256,256,42465.28,False,,165,AMD_6a9f353195,AMD,Ultra_Threaded_SE
AMD,FireStream 9170,RV670,,TeraScale,320,,,GDDR3,256 bit,,2007,,2007-11-08,,2097152,mem_size_2_GB,memBus_256,256,52561.92,False,497.3,105,AMD_69a14853ea,AMD,TeraScale
AMD,FireStream 9250,RV770,,TeraScale,800,,,GDDR3,256 bit,,2008,,2008-06-16,,1048576,mem_size_1024_MB,memBus_256,256,65075.2,False,1000.0,150,AMD_f178d210bb,AMD,TeraScale
AMD,FireStream 9270,RV770,,TeraScale,800,,,GDDR5,256 bit,,2008,,2008-11-13,,2097152,mem_size_2_GB,memBus_256,256,117964.8,False,1200.0,160,AMD_23de1cd3ef,AMD,TeraScale
AMD,Radeon HD 6570M Mac Edition,Capilano,,TeraScale 2,400,,,GDDR3,128 bit,,,,,,1048576,mem_size_1024_MB,memBus_128,128,26214.4,False,480.0,30,AMD_ee69dc16a4,AMD,TeraScale_2
AMD,FirePro M3900,Seymour,,TeraScale 2,160,,,GDDR3,64 bit,,,,,,1048576,mem_size_1024_MB,memBus_64,64,14745.6,False,240.0,20,AMD_18b1416352,AMD,TeraScale_2
AMD,FirePro RG220,RV711,,TeraScale,80,,,GDDR3,256 bit,,2010,,2010-05-04,,524288,mem_size_512_MB,memBus_256,256,52428.8,False,80.0,35,AMD_b7ac1d87f4,AMD,TeraScale
AMD,FirePro RG220A,RV711,,TeraScale,80,,,GDDR3,256 bit,,2010,,2010-05-04,,524288,mem_size_512_MB,memBus_256,256,52428.8,False,80.0,35,AMD_9871180c6c,AMD,TeraScale
AMD,FireStream 9350,Cypress,,TeraScale 2,1440,,,GDDR5,256 bit,,2010,,2010-06-01,,2097152,mem_size_2_GB,memBus_256,256,131072.0,False,2016.0,150,AMD_124a6474cd,AMD,TeraScale_2
AMD,FireStream 9370,Cypress,,TeraScale 2,1600,,,GDDR5,256 bit,,2010,,2010-06-23,,4194304,mem_size_4_GB,memBus_256,256,150732.8,False,2640.0,225,AMD_18e1a172a5,AMD,TeraScale_2
AMD,Radeon HD 6250 IGP,Loveland,,TeraScale 2,80,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,80.0,9,AMD_883dbe2817,AMD,TeraScale_2
AMD,Radeon HD 6310 IGP,Loveland,,TeraScale 2,80,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,44.16,18,AMD_e7cde882e2,AMD,TeraScale_2
AMD,Radeon HD 6310 IGP,Loveland,,TeraScale 2,80,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,78.08,18,AMD_90afca876a,AMD,TeraScale_2
AMD,Radeon HD 6330M,Robson,,TeraScale 2,80,,,GDDR3,64 bit,,,,,,1048576,mem_size_1024_MB,memBus_64,64,13107.2,False,80.0,7,AMD_4ebcf5b79b,AMD,TeraScale_2
AMD,Radeon HD 6350M,Robson,,TeraScale 2,80,,,GDDR3,64 bit,,,,,,1048576,mem_size_1024_MB,memBus_64,64,13107.2,False,80.0,7,AMD_a553464c7a,AMD,TeraScale_2
AMD,Radeon HD 6370M,Robson,,TeraScale 2,80,,,GDDR3,64 bit,,,,,,1048576,mem_size_1024_MB,memBus_64,64,13107.2,False,120.0,11,AMD_3feae39064,AMD,TeraScale_2
AMD,Radeon HD 6530M,Capilano,,TeraScale 2,400,,,DDR3,128 bit,,,,,,1048576,mem_size_1024_MB,memBus_128,128,29491.2,False,360.0,26,AMD_8d44f4d9d7,AMD,TeraScale_2
AMD,Radeon HD 6550M,Capilano,,TeraScale 2,400,,,DDR3,128 bit,,,,,,1048576,mem_size_1024_MB,memBus_128,128,29491.2,False,480.0,26,AMD_3a7c62cb8d,AMD,TeraScale_2
AMD,Radeon HD 6550M,Lexington,,TeraScale 2,400,,,DDR3,128 bit,,,,,,1048576,mem_size_1024_MB,memBus_128,128,29491.2,False,520.0,26,AMD_c2cbd64d42,AMD,TeraScale_2
AMD,Radeon HD 6570M,Capilano,,TeraScale 2,400,,,GDDR3,128 bit,,,,,,1048576,mem_size_1024_MB,memBus_128,128,26214.4,False,520.0,30,AMD_753ce2a37c,AMD,TeraScale_2
AMD,Radeon HD 6850,Barts,,TeraScale 2,960,,,GDDR5,256 bit,179,2010,,2010-10-21,,1048576,mem_size_1024_MB,memBus_256,256,131072.0,False,1488.0,127,AMD_a72e0c8e5d,AMD,TeraScale_2
AMD,Radeon HD 6870,Barts,,TeraScale 2,1120,,,GDDR5,256 bit,239,2010,,2010-10-21,,1048576,mem_size_1024_MB,memBus_256,256,137625.6,False,2016.0,151,AMD_7e55df2a4b,AMD,TeraScale_2
AMD,Radeon HD 6950,Cayman,,TeraScale 3,1408,,,GDDR5,256 bit,299,2010,,2010-12-14,,2097152,mem_size_2_GB,memBus_256,256,163840.0,False,2253.0,200,AMD_2e07f5e800,AMD,TeraScale_3
AMD,Radeon HD 6970,Cayman,,TeraScale 3,1536,,,GDDR5,256 bit,369,2010,,2010-12-14,,2097152,mem_size_2_GB,memBus_256,256,180224.0,False,2703.0,250,AMD_75487fbf52,AMD,TeraScale_3
AMD,FirePro 2270,Cedar,,TeraScale 2,80,,,GDDR3,64 bit,,2011,,2011-01-31,,524288,mem_size_512_MB,memBus_64,64,9830.4,False,96.0,15,AMD_b75564616f,AMD,TeraScale_2
AMD,FirePro 2270 PCIe x1,Cedar,,TeraScale 2,80,,,GDDR3,64 bit,,2011,,2011-01-31,,524288,mem_size_512_MB,memBus_64,64,9830.4,False,96.0,15,AMD_e9873fe9a6,AMD,TeraScale_2
AMD,FirePro M5950,Whistler,,TeraScale 2,480,,,GDDR5,128 bit,,,,,,1048576,mem_size_1024_MB,memBus_128,128,58982.4,False,696.0,35,AMD_45bbf8c3b3,AMD,TeraScale_2
AMD,FirePro M8900,Blackcomb,,TeraScale 2,960,,,GDDR5,256 bit,,,,,,2097152,mem_size_2_GB,memBus_256,256,117964.8,False,1305.6,75,AMD_60906a0ea5,AMD,TeraScale_2
AMD,FirePro V4900,Turks,,TeraScale 2,480,,,GDDR5,128 bit,,2011,,2011-11-01,,1048576,mem_size_1024_MB,memBus_128,128,65536.0,False,768.0,75,AMD_865ad52d3e,AMD,TeraScale_2
AMD,FirePro V5900,Cayman,,TeraScale 3,512,,,GDDR5,256 bit,,2011,,2011-05-24,,2097152,mem_size_2_GB,memBus_256,256,65536.0,False,614.4,75,AMD_b2b72d28e6,AMD,TeraScale_3
AMD,FirePro V7900,Cayman,,TeraScale 3,1280,,,GDDR5,256 bit,,2011,,2011-05-24,,2097152,mem_size_2_GB,memBus_256,256,163840.0,False,1856.0,150,AMD_e9bfa8756f,AMD,TeraScale_3
AMD,FirePro V7900 SDI,Cayman,,TeraScale 3,1280,,,GDDR5,256 bit,,2011,,2011-05-24,,2097152,mem_size_2_GB,memBus_256,256,163840.0,False,1856.0,150,AMD_4f90da0414,AMD,TeraScale_3
AMD,Radeon E6460,Caicos,,TeraScale 2,160,,,GDDR5,64 bit,,,,,,524288,mem_size_512_MB,memBus_64,64,26214.4,False,192.0,25,AMD_a82a2c6640,AMD,TeraScale_2
AMD,Radeon E6760 MXM,Whistler,,TeraScale 2,480,,,GDDR5,128 bit,,,,,,1048576,mem_size_1024_MB,memBus_128,128,52428.8,False,576.0,45,AMD_370f09975b,AMD,TeraScale_2
AMD,Radeon E6760 PCIe,Whistler,,TeraScale 2,480,,,GDDR5,128 bit,,,,,,1048576,mem_size_1024_MB,memBus_128,128,52428.8,False,576.0,45,AMD_5696a9bf7f,AMD,TeraScale_2
AMD,Radeon HD 6230,Park,,TeraScale 2,80,,,DDR2,64 bit,,2011,,2011-07-02,,524288,mem_size_512_MB,memBus_64,64,10926.08,False,104.0,19,AMD_bc31513102,AMD,TeraScale_2
AMD,Radeon HD 6250,Cedar,,TeraScale 2,80,,,GDDR3,64 bit,,2011,,2011-01-31,,524288,mem_size_512_MB,memBus_64,64,8192.0,False,104.0,19,AMD_8a4db8a3a4,AMD,TeraScale_2
AMD,Radeon HD 6290,Cedar,,TeraScale 2,80,,,GDDR3,64 bit,,2011,,2011-12-04,,1048576,mem_size_1024_MB,memBus_64,64,13107.2,False,104.0,19,AMD_48744474e8,AMD,TeraScale_2
AMD,Radeon HD 6290 IGP,Loveland,,TeraScale 2,80,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,44.16,9,AMD_dadd32ea6a,AMD,TeraScale_2
AMD,Radeon HD 6320 IGP,Loveland,,TeraScale 2,80,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,81.28,18,AMD_76d5ffbff0,AMD,TeraScale_2
AMD,Radeon HD 6350,Cedar,,TeraScale 2,80,,,GDDR3,64 bit,23,2011,,2011-02-07,,524288,mem_size_512_MB,memBus_64,64,8192.0,False,104.0,19,AMD_b2573e04b2,AMD,TeraScale_2
AMD,Radeon HD 6350,Park,,TeraScale 2,80,,,GDDR3,64 bit,23,2011,,2011-02-07,,524288,mem_size_512_MB,memBus_64,64,6553.6,False,104.0,19,AMD_0d6d69dd89,AMD,TeraScale_2
AMD,Radeon HD 6350A,Cedar,,TeraScale 2,80,,,DDR3,64 bit,,,,,,524288,mem_size_512_MB,memBus_64,64,13107.2,False,104.0,25,AMD_f6c80b8d5f,AMD,TeraScale_2
AMD,Radeon HD 6370D IGP,SuperSumo,,TeraScale 2,160,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,142.1,65,AMD_7e57da9528,AMD,TeraScale_2
AMD,Radeon HD 6380G IGP,SuperSumo,,TeraScale 2,160,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,128.0,35,AMD_6d4383cd20,AMD,TeraScale_2
AMD,Radeon HD 6390,Redwood,,TeraScale 2,320,,,DDR2,128 bit,,2011,,2011-07-04,,1048576,mem_size_1024_MB,memBus_128,128,16384.0,False,352.0,39,AMD_924660e7e4,AMD,TeraScale_2
AMD,Radeon HD 6410D IGP,SuperSumo,,TeraScale 2,160,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,142.1,65,AMD_de1f1c4777,AMD,TeraScale_2
AMD,Radeon HD 6430M,Seymour,,TeraScale 2,160,,,DDR3,64 bit,,,,,,1048576,mem_size_1024_MB,memBus_64,64,13107.2,False,153.6,,AMD_80d1332b3b,AMD,TeraScale_2
AMD,Radeon HD 6450,Caicos,,TeraScale 2,160,,,GDDR3,64 bit,55,2011,,2011-04-07,,524288,mem_size_512_MB,memBus_64,64,8192.0,False,200.0,18,AMD_05455367b2,AMD,TeraScale_2
AMD,Radeon HD 6450 OEM,Caicos,,TeraScale 2,160,,,GDDR3,64 bit,,2011,,2011-02-07,,524288,mem_size_512_MB,memBus_64,64,8732.672,False,200.0,18,AMD_94634feff4,AMD,TeraScale_2
AMD,Radeon HD 6450A,Caicos,,TeraScale 2,160,,,DDR3,64 bit,,,,,,524288,mem_size_512_MB,memBus_64,64,8732.672,False,200.0,25,AMD_316c533b0b,AMD,TeraScale_2
AMD,Radeon HD 6450M,Seymour,,TeraScale 2,160,,,DDR3,64 bit,,,,,,1048576,mem_size_1024_MB,memBus_64,64,13107.2,False,192.0,,AMD_03f0df93cc,AMD,TeraScale_2
AMD,Radeon HD 6470M,Seymour,,TeraScale 2,160,,,DDR3,64 bit,,,,,,524288,mem_size_512_MB,memBus_64,64,13107.2,False,224.0,25,AMD_1fd39e79cb,AMD,TeraScale_2
AMD,Radeon HD 6480G IGP,Sumo,,TeraScale 2,240,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,213.1,35,AMD_11b65d08fe,AMD,TeraScale_2
AMD,Radeon HD 6480G IGP,SuperSumo,,TeraScale 2,160,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,189.8,35,AMD_c7e9f7e5fc,AMD,TeraScale_2
AMD,Radeon HD 6490,Redwood,,TeraScale 2,320,,,DDR2,128 bit,,2011,,2011-07-04,,1048576,mem_size_1024_MB,memBus_128,128,16384.0,False,352.0,39,AMD_54aeb4bb0b,AMD,TeraScale_2
AMD,Radeon HD 6490M,Seymour,,TeraScale 2,160,,,GDDR5,64 bit,,,,,,524288,mem_size_512_MB,memBus_64,64,26214.4,False,256.0,,AMD_3c70d1b7d7,AMD,TeraScale_2
AMD,Radeon HD 6490M Mac Edition,Seymour,,TeraScale 2,160,,,GDDR5,64 bit,,,,,,262144,mem_size_256_MB,memBus_64,64,26019.84,False,240.0,,AMD_a7e1c3867a,AMD,TeraScale_2
AMD,Radeon HD 6510,Redwood,,TeraScale 2,400,,,GDDR3,128 bit,,2011,,2011-05-14,,1048576,mem_size_1024_MB,memBus_128,128,16384.0,False,520.0,39,AMD_e127f253f9,AMD,TeraScale_2
AMD,Radeon HD 6510,Turks,,TeraScale 2,320,,,GDDR3,128 bit,,2011,,2011-05-14,,1048576,mem_size_1024_MB,memBus_128,128,21852.16,False,416.0,39,AMD_cc8f51240e,AMD,TeraScale_2
AMD,Radeon HD 6520G IGP,Sumo,,TeraScale 2,320,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,256.0,35,AMD_699d99726d,AMD,TeraScale_2
AMD,Radeon HD 6530,Redwood,,TeraScale 2,400,,,GDDR3,128 bit,,2011,,2011-05-14,,1048576,mem_size_1024_MB,memBus_128,128,19660.8,False,520.0,39,AMD_61cde6789d,AMD,TeraScale_2
AMD,Radeon HD 6530D IGP,Sumo,,TeraScale 2,320,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,284.2,65,AMD_8b8d4e295f,AMD,TeraScale_2
AMD,Radeon HD 6550A,Pinewood,,TeraScale 2,480,,,GDDR3,128 bit,,,,,,2097152,mem_size_2_GB,memBus_128,128,26214.4,False,528.0,35,AMD_60599615a3,AMD,TeraScale_2
AMD,Radeon HD 6550D IGP,Sumo,,TeraScale 2,400,,,System Shared,System Shared,,,,,,,mem_size_SystemShared,memBus_SystemShared,,,True,480.0,65,AMD_2e760a0669,AMD,TeraScale_2
AMD,Radeon HD 6570,Thames,,TeraScale 2,480,,,GDDR3,128 bit,,2011,,2011-02-07,,1048576,mem_size_1024_MB,memBus_128,128,16384.0,False,624.0,44,AMD_66026c82c4,AMD,TeraScale_2
AMD,Radeon HD 6570,Turks,,TeraScale 2,480,,,GDDR5,128 bit,79,2011,,2011-04-19,,2097152,mem_size_2_GB,memBus_128,128,65536.0,False,624.0,60,AMD_cc40cc3dc4,AMD,TeraScale_2
AMD,Radeon HD 6570 OEM,Turks,,TeraScale 2,480,,,GDDR3,128 bit,,2011,,2011-02-07,,1048576,mem_size_1024_MB,memBus_128,128,29491.2,False,624.0,44,AMD_aa226c0fa3,AMD,TeraScale_2
AMD,Radeon HD 6570M,Whistler,,TeraScale 2,480,,,GDDR3,128 bit,,,,,,1048576,mem_size_1024_MB,memBus_128,128,26214.4,False,576.0,30,AMD_e6a583dc08,AMD,TeraScale_2
AMD,Radeon HD 6610M,Whistler,,TeraScale 2,400,,,DDR3,128 bit,,,,,,1048576,mem_size_1024_MB,memBus_128,128,26214.4,False,360.0,26,AMD_0bc452adec,AMD,TeraScale_2
